date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:28:03	2014/2014	---MCZ	200	added ('OK')	application/json	date:Sun,%2016%20Feb%202025%2011:28:06%20GMT	https://pgc.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpgc.edu%2F	/root/pgc_backup/pgc.edu/wp-json/oembed/1.0/embeda515.json	(from https://pgc.edu/)
06:28:05	2176/2176	---MCZ	200	added ('OK')	text/xml	date:Sun,%2016%20Feb%202025%2011:28:07%20GMT	https://pgc.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpgc.edu%2F&format=xml	/root/pgc_backup/pgc.edu/wp-json/oembed/1.0/embed7d6b	(from https://pgc.edu/)
06:28:05	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2011:28:08%20GMT	https://pgc.edu/img/cross.png	/root/pgc_backup/pgc.edu/img/cross.png	(from https://pgc.edu/)
06:28:06	1746/1746	---M--	200	added ('OK')	image/png	etag:%225f61586e-6d2%22	https://pgc.edu/wp-content/uploads/2020/08/cropped-favicon-32x32.png	/root/pgc_backup/pgc.edu/wp-content/uploads/2020/08/cropped-favicon-32x32.png	(from https://pgc.edu/)
06:28:07	27045/27045	---M--	200	added ('OK')	image/png	etag:%225f61586e-69a5%22	https://pgc.edu/wp-content/uploads/2020/08/cropped-favicon-192x192.png	/root/pgc_backup/pgc.edu/wp-content/uploads/2020/08/cropped-favicon-192x192.png	(from https://pgc.edu/)
06:28:08	24638/24638	---M--	200	added ('OK')	image/png	etag:%225f61586e-603e%22	https://pgc.edu/wp-content/uploads/2020/08/cropped-favicon-180x180.png	/root/pgc_backup/pgc.edu/wp-content/uploads/2020/08/cropped-favicon-180x180.png	(from https://pgc.edu/)
06:28:09	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2011:28:12%20GMT	https://pgc.edu/wp-content/uploads/2023/07/videobanner-home.jpg?id=70870	/root/pgc_backup/pgc.edu/wp-content/uploads/2023/07/videobanner-home0081.jpg	(from https://pgc.edu/)
06:28:11	5248/5248	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22671f5643-1480%22	https://pgc.edu/wp-content/themes/pgc-new/img/logo.svg	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/img/logo.svg	(from https://pgc.edu/)
06:28:12	6577/6577	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22671f5643-19b1%22	https://pgc.edu/wp-content/themes/pgc-new/img/PGCLogo.svg	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/img/PGCLogo.svg	(from https://pgc.edu/)
06:28:13	98314/98314	---M--	200	added ('OK')	image/webp	etag:%2266ded5ce-1800a%22	https://pgc.edu/wp-content/uploads/2024/09/01-1.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/01-1.webp	(from https://pgc.edu/)
06:28:13	109076/109076	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:16%20GMT	https://pgc.edu/undergrad/	/root/pgc_backup/pgc.edu/undergrad/index.html	(from https://pgc.edu/)
06:28:13	81737/81737	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:16%20GMT	https://pgc.edu/rules-and-regulations/	/root/pgc_backup/pgc.edu/rules-and-regulations/index.html	(from https://pgc.edu/)
06:28:13	70003/70003	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:16%20GMT	https://pgc.edu/about-us/	/root/pgc_backup/pgc.edu/about-us/index.html	(from https://pgc.edu/)
06:28:13	78080/78080	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:16%20GMT	https://pgc.edu/home-story-scholarships-and-concessions-for-all/	/root/pgc_backup/pgc.edu/home-story-scholarships-and-concessions-for-all/index.html	(from https://pgc.edu/)
06:28:15	144778/144778	---M--	200	added ('OK')	image/webp	etag:%2266ded5ea-2358a%22	https://pgc.edu/wp-content/uploads/2024/09/02.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/02.webp	(from https://pgc.edu/)
06:28:15	75046/75046	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:18%20GMT	https://pgc.edu/f-sc-pre-engineering/	/root/pgc_backup/pgc.edu/f-sc-pre-engineering/index.html	(from https://pgc.edu/)
06:28:15	74571/74571	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:18%20GMT	https://pgc.edu/f-a-general-science/	/root/pgc_backup/pgc.edu/f-a-general-science/index.html	(from https://pgc.edu/)
06:28:15	72423/72423	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:18%20GMT	https://pgc.edu/f-a/	/root/pgc_backup/pgc.edu/f-a/index.html	(from https://pgc.edu/)
06:28:17	79692/79692	---M--	200	added ('OK')	image/webp	etag:%2266ded604-1374c%22	https://pgc.edu/wp-content/uploads/2024/09/03.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/03.webp	(from https://pgc.edu/)
06:28:17	74886/74886	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:20%20GMT	https://pgc.edu/i-c-s/	/root/pgc_backup/pgc.edu/i-c-s/index.html	(from https://pgc.edu/)
06:28:17	74438/74438	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:20%20GMT	https://pgc.edu/f-sc-pre-medical/	/root/pgc_backup/pgc.edu/f-sc-pre-medical/index.html	(from https://pgc.edu/)
06:28:17	73780/73780	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:20%20GMT	https://pgc.edu/i-com/	/root/pgc_backup/pgc.edu/i-com/index.html	(from https://pgc.edu/)
06:28:18	48312/48312	---M--	200	added ('OK')	image/webp	etag:%2266ded619-bcb8%22	https://pgc.edu/wp-content/uploads/2024/09/positions.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/positions.webp	(from https://pgc.edu/)
06:28:19	95858/95858	---M--	200	added ('OK')	image/webp	etag:%2266ded635-17672%22	https://pgc.edu/wp-content/uploads/2024/09/G-005.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/G-005.webp	(from https://pgc.edu/)
06:28:20	69580/69580	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:23%20GMT	https://pgc.edu/b-sc/	/root/pgc_backup/pgc.edu/b-sc/index.html	(from https://pgc.edu/)
06:28:20	69256/69256	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:23%20GMT	https://pgc.edu/b-a/	/root/pgc_backup/pgc.edu/b-a/index.html	(from https://pgc.edu/)
06:28:20	69347/69347	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:23%20GMT	https://pgc.edu/b-com/	/root/pgc_backup/pgc.edu/b-com/index.html	(from https://pgc.edu/)
06:28:20	73164/73164	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:23%20GMT	https://pgc.edu/4-year-bachelor-degree-programmes/	/root/pgc_backup/pgc.edu/4-year-bachelor-degree-programmes/index.html	(from https://pgc.edu/)
06:28:21	61616/61616	---M--	200	added ('OK')	image/webp	etag:%2266ded8bb-f0b0%22	https://pgc.edu/wp-content/uploads/2024/09/image011.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/image011.webp	(from https://pgc.edu/)
06:28:22	69901/69901	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:25%20GMT	https://pgc.edu/make-pak-green/	/root/pgc_backup/pgc.edu/make-pak-green/index.html	(from https://pgc.edu/)
06:28:22	94530/94530	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:25%20GMT	https://pgc.edu/news-and-events/	/root/pgc_backup/pgc.edu/news-and-events/index.html	(from https://pgc.edu/)
06:28:22	95256/95256	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:25%20GMT	https://pgc.edu/activities/	/root/pgc_backup/pgc.edu/activities/index.html	(from https://pgc.edu/)
06:28:22	93224/93224	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:25%20GMT	https://pgc.edu/blog/	/root/pgc_backup/pgc.edu/blog/index.html	(from https://pgc.edu/)
06:28:23	31641/31641	---M--	200	added ('OK')	image/png	etag:%22671f5643-7b99%22	https://pgc.edu/wp-content/themes/pgc-new/images/img-shape01.png	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/images/img-shape01.png	(from https://pgc.edu/)
06:28:24	47490/47490	---M--	200	added ('OK')	image/webp	etag:%2266ded8d0-b982%22	https://pgc.edu/wp-content/uploads/2024/09/image021.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/image021.webp	(from https://pgc.edu/)
06:28:25	72502/72502	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:27%20GMT	https://pgc.edu/careers/	/root/pgc_backup/pgc.edu/careers/index.html	(from https://pgc.edu/)
06:28:25	260391/260391	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:27%20GMT	https://pgc.edu/contact-us/	/root/pgc_backup/pgc.edu/contact-us/index.html	(from https://pgc.edu/)
06:28:25	5022/5022	---M--	200	added ('OK')	image/png	etag:%2264b52a1c-139e%22	https://pgc.edu/wp-content/uploads/2023/07/signature011.png	/root/pgc_backup/pgc.edu/wp-content/uploads/2023/07/signature011.png	(from https://pgc.edu/)
06:28:26	30174/30174	---M--	200	added ('OK')	image/png	etag:%22671f5643-75de%22	https://pgc.edu/wp-content/themes/pgc-new/images/img-shape02.png	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/images/img-shape02.png	(from https://pgc.edu/)
06:28:27	53832/53832	---M--	200	added ('OK')	image/webp	etag:%2266ded8e4-d248%22	https://pgc.edu/wp-content/uploads/2024/09/image031.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/09/image031.webp	(from https://pgc.edu/)
06:28:28	5392/5392	---M--	200	added ('OK')	image/png	etag:%2264b52a4b-1510%22	https://pgc.edu/wp-content/uploads/2023/07/signature021.png	/root/pgc_backup/pgc.edu/wp-content/uploads/2023/07/signature021.png	(from https://pgc.edu/)
06:28:29	30567/30567	---M--	200	added ('OK')	image/png	etag:%22671f5643-7767%22	https://pgc.edu/wp-content/themes/pgc-new/images/img-shape03.png	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/images/img-shape03.png	(from https://pgc.edu/)
06:28:30	62122/62122	---M--	200	added ('OK')	image/webp	etag:%2263ce6db8-f2aa%22	https://pgc.edu/wp-content/uploads/2021/06/microsoft.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2021/06/microsoft.webp	(from https://pgc.edu/)
06:28:31	62332/62332	---M--	200	added ('OK')	image/webp	etag:%2263ce6c70-f37c%22	https://pgc.edu/wp-content/uploads/2020/08/Highlight-Section-Image.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2020/08/Highlight-Section-Image.webp	(from https://pgc.edu/)
06:28:32	63034/63034	---M--	200	added ('OK')	image/webp	etag:%2263ce6cc5-f63a%22	https://pgc.edu/wp-content/uploads/2020/08/achievements_f.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2020/08/achievements_f.webp	(from https://pgc.edu/)
06:28:33	90054/90054	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:35%20GMT	https://pgc.edu/microsoft-certification-is-being-offered-to-all-punjab-colleges-students/	/root/pgc_backup/pgc.edu/microsoft-certification-is-being-offered-to-all-punjab-colleges-students/index.html	(from https://pgc.edu/)
06:28:33	112421/112421	---M--	200	added ('OK')	image/jpeg	etag:%22676e3639-1b725%22	https://pgc.edu/wp-content/uploads/2024/12/pgc-TAKRA-2024-25.jpeg	/root/pgc_backup/pgc.edu/wp-content/uploads/2024/12/pgc-TAKRA-2024-25.jpg	(from https://pgc.edu/)
06:28:34	85432/85432	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:36%20GMT	https://pgc.edu/coronavirus-advisory/	/root/pgc_backup/pgc.edu/coronavirus-advisory/index.html	(from https://pgc.edu/)
06:28:34	37186/37186	---M--	200	added ('OK')	image/webp	etag:%2263ce6d7c-9142%22	https://pgc.edu/wp-content/uploads/2020/09/videobanner2.webp	/root/pgc_backup/pgc.edu/wp-content/uploads/2020/09/videobanner2.webp	(from https://pgc.edu/)
06:28:36	113509/113509	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:37%20GMT	https://pgc.edu/our-achievers/	/root/pgc_backup/pgc.edu/our-achievers/index.html	(from https://pgc.edu/)
06:28:36	94670/94670	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:38%20GMT	https://pgc.edu/what-makes-pgc-takra-2024-25-bigger-bolder-and-brighter/	/root/pgc_backup/pgc.edu/what-makes-pgc-takra-2024-25-bigger-bolder-and-brighter/index.html	(from https://pgc.edu/)
06:28:37	5248/5248	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22671f5643-1480%22	https://pgc.edu/wp-content/themes/pgc-new/images/logo.svg	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/images/logo.svg	(from https://pgc.edu/)
06:28:38	140912/140912	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2011:28:40%20GMT	https://pgc.edu/student-survey/	/root/pgc_backup/pgc.edu/student-survey/index.html	(from https://pgc.edu/)
06:28:39	4307/4307	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ba444c-10d3%22	https://pgc.edu/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	/root/pgc_backup/pgc.edu/wp-includes/js/dist/hooks.min2757.js	(from https://pgc.edu/)
06:28:40	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ce417b-23b5%22	https://pgc.edu/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	/root/pgc_backup/pgc.edu/wp-includes/js/dist/i18n.minc33c.js	(from https://pgc.edu/)
06:28:42	11513/11513	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671f563a-2cf9%22	https://pgc.edu/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.8	/root/pgc_backup/pgc.edu/wp-content/plugins/contact-form-7/includes/swv/js/indexe2db.js	(from https://pgc.edu/)
06:28:42	57632/57632	---MCZ	200	added ('OK')	text/css	etag:W/%22671f563f-e120%22	https://pgc.edu/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.4	/root/pgc_backup/pgc.edu/wp-content/plugins/revslider/public/assets/css/rs6380f.css	(from https://pgc.edu/)
06:28:43	13423/13423	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671f563a-346f%22	https://pgc.edu/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.8	/root/pgc_backup/pgc.edu/wp-content/plugins/contact-form-7/includes/js/indexe2db.js	(from https://pgc.edu/)
06:28:45	201/201	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671f5644-c9%22	https://pgc.edu/wp-content/themes/pgc-new/js/custom-script.js?v=123&ver=1.1	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/js/custom-scriptfcb4.js	(from https://pgc.edu/)
06:28:45	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267222c1f-8a75%22	https://pgc.edu/wp-content/plugins/js_composer/assets/lib/vendor/node_modules/isotope-layout/dist/isotope.pkgd.min.js?ver=7.8	/root/pgc_backup/pgc.edu/wp-content/plugins/js_composer/assets/lib/vendor/node_modules/isotope-layout/dist/isotope.pkgd.min3912.js	(from https://pgc.edu/)
06:28:48	4951/4951	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671f5644-1357%22	https://pgc.edu/wp-content/themes/pgc-new/js/purecounter.js?ver=1.0.0	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/js/purecounter8a54.js	(from https://pgc.edu/)
06:28:48	89947/89947	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671f5644-15f5b%22	https://pgc.edu/wp-content/themes/pgc-new/js/jquery.js?ver=1.0.0	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/js/jquery8a54.js	(from https://pgc.edu/)
06:28:48	196532/196532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671f5644-2ffb4%22	https://pgc.edu/wp-content/themes/pgc-new/js/jquery.main.js?ver=21702	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/js/jquery.main2ea4.js	(from https://pgc.edu/)
06:28:49	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22671f5644-4e9f%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/css/bootstrap.min.css?ver=6.6.1)
06:28:50	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22671f5644-4e9f%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regulard41d.eot?	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regulard41dd41d.eot	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/css/bootstrap.min.css?ver=6.6.1)
06:28:50	8614979/8614979	---M--	200	added ('OK')	video/webm	etag:%225f61584e-837443%22	https://pgc.edu/downloads/PCG-TVC-video.webm	/root/pgc_backup/pgc.edu/downloads/PCG-TVC-video.webm	(from https://pgc.edu/)
06:28:50	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22671f5644-466c%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff2	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/css/bootstrap.min.css?ver=6.6.1)
06:28:51	23424/23424	---M--	200	added ('OK')	font/woff	etag:%22671f5644-5b80%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/css/bootstrap.min.css?ver=6.6.1)
06:28:53	45404/45404	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%22671f5644-b15c%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/css/bootstrap.min.css?ver=6.6.1)
06:28:54	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22671f5644-1a8c2%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/bootstrap/css/bootstrap.min.css?ver=6.6.1)
06:28:55	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22671f5644-1339c%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f24.eot?-fvbane	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f249f24.eot	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/themify.css?ver=6.6.1)
06:28:56	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22671f5644-1339c%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themifyd41d.eot?	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themifyd41dd41d.eot	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/themify.css?ver=6.6.1)
06:28:56	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22671f5644-db2c%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f24.woff?-fvbane	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f249f24.woff	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/themify.css?ver=6.6.1)
06:28:58	78584/78584	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%22671f5644-132f8%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f24.ttf?-fvbane	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f249f24.ttf	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/themify.css?ver=6.6.1)
06:28:59	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22671f5644-3931d%22	https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f24.svg?-fvbane	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/vendor/themify/fonts/themify9f249f24.svg	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/themify/themify.css?ver=6.6.1)
06:28:59	6969/6969	---M--	200	added ('OK')	image/jpeg	etag:%22671f5644-1b39%22	https://pgc.edu/wp-content/themes/pgc-new/img/section.jpg	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/img/section.jpg	(from https://pgc.edu/wp-content/themes/pgc-new/vendor/accordionjs/jquery.accordionjs.css?ver=6.6.1)
06:29:01	175661/175661	---M--	200	added ('OK')	image/jpeg	etag:%22671f5643-2ae2d%22	https://pgc.edu/wp-content/themes/pgc-new/img/Second-Section-Background-blue.jpg	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/img/Second-Section-Background-blue.jpg	(from https://pgc.edu/wp-content/themes/pgc-new/css/style.css?ver=42471)
06:29:02	423985/423985	---M--	200	added ('OK')	image/jpeg	etag:%22671f5644-67831%22	https://pgc.edu/wp-content/themes/pgc-new/img/third-section-shutterstock_1672742704.jpg	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/img/third-section-shutterstock_1672742704.jpg	(from https://pgc.edu/wp-content/themes/pgc-new/css/style.css?ver=42471)
06:29:02	10964/10964	---M--	200	added ('OK')	image/png	etag:%22671f5644-2ad4%22	https://pgc.edu/wp-content/themes/pgc-new/img/widgets/worldmap.png	/root/pgc_backup/pgc.edu/wp-content/themes/pgc-new/img/widgets/worldmap.png	(from https://pgc.edu/wp-content/themes/pgc-new/css/style.css?ver=42471)
